PadID	Sector	Row  PadInRow     gCenX       gCenZ       gx[0]       gz[0]       gx[1]       gz[1]       gx[2]       gz[2]       gx[3]       gz[3]       lCenX       lCenZ       lx[0]       lz[0]       lx[1]       lz[1]       lx[2]       lz[2]       lx[3]       lz[3]
14257	3	28        72     -50.755      -8.495      -50.04    -9.11486      -51.47    -8.37514      -51.47    -7.86809      -50.04    -8.62191      -8.495      50.755    -9.11486       50.04    -8.37514       51.47    -7.86809      -51.47    -8.62191       50.04
14258	3	28        73     -50.755      -7.995      -50.04    -8.62191      -51.47    -7.86809      -51.47    -7.36105      -50.04    -8.12895      -7.995      50.755    -8.62191       50.04    -7.86809       51.47    -7.36105      -51.47    -8.12895       50.04
14259	3	28        74     -50.755      -7.495      -50.04    -8.12895      -51.47    -7.36105      -51.47    -6.85401      -50.04    -7.63599      -7.495      50.755    -8.12895       50.04    -7.36105       51.47    -6.85401      -51.47    -7.63599       50.04
14260	3	28        75     -50.755      -6.995      -50.04    -7.63599      -51.47    -6.85401      -51.47    -6.34696      -50.04    -7.14304      -6.995      50.755    -7.63599       50.04    -6.85401       51.47    -6.34696      -51.47    -7.14304       50.04
14261	3	28        76     -50.755      -6.495      -50.04    -7.14304      -51.47    -6.34696      -51.47    -5.83992      -50.04    -6.65008      -6.495      50.755    -7.14304       50.04    -6.34696       51.47    -5.83992      -51.47    -6.65008       50.04
14262	3	28        77     -50.755      -5.995      -50.04    -6.65008      -51.47    -5.83992      -51.47    -5.33288      -50.04    -6.15712      -5.995      50.755    -6.65008       50.04    -5.83992       51.47    -5.33288      -51.47    -6.15712       50.04
14263	3	28        78     -50.755      -5.495      -50.04    -6.15712      -51.47    -5.33288      -51.47    -4.82583      -50.04    -5.66417      -5.495      50.755    -6.15712       50.04    -5.33288       51.47    -4.82583      -51.47    -5.66417       50.04
14264	3	28        79     -50.755      -4.995      -50.04    -5.66417      -51.47    -4.82583      -51.47    -4.31879      -50.04    -5.17121      -4.995      50.755    -5.66417       50.04    -4.82583       51.47    -4.31879      -51.47    -5.17121       50.04
14265	3	28        80     -50.755      -4.495      -50.04    -5.17121      -51.47    -4.31879      -51.47    -3.81175      -50.04    -4.67825      -4.495      50.755    -5.17121       50.04    -4.31879       51.47    -3.81175      -51.47    -4.67825       50.04
14266	3	28        81     -50.755      -3.995      -50.04    -4.67825      -51.47    -3.81175      -51.47     -3.3047      -50.04     -4.1853      -3.995      50.755    -4.67825       50.04    -3.81175       51.47     -3.3047      -51.47     -4.1853       50.04
14267	3	28        82     -50.755      -3.495      -50.04     -4.1853      -51.47     -3.3047      -51.47    -2.79766      -50.04    -3.69234      -3.495      50.755     -4.1853       50.04     -3.3047       51.47    -2.79766      -51.47    -3.69234       50.04
14268	3	28        83     -50.755      -2.995      -50.04    -3.69234      -51.47    -2.79766      -51.47    -2.29061      -50.04    -3.19939      -2.995      50.755    -3.69234       50.04    -2.79766       51.47    -2.29061      -51.47    -3.19939       50.04
14269	3	28        84     -50.755      -2.495      -50.04    -3.19939      -51.47    -2.29061      -51.47    -1.78357      -50.04    -2.70643      -2.495      50.755    -3.19939       50.04    -2.29061       51.47    -1.78357      -51.47    -2.70643       50.04
14270	3	28        85     -50.755      -1.995      -50.04    -2.70643      -51.47    -1.78357      -51.47    -1.27653      -50.04    -2.21347      -1.995      50.755    -2.70643       50.04    -1.78357       51.47    -1.27653      -51.47    -2.21347       50.04
14271	3	28        86     -50.755      -1.495      -50.04    -2.21347      -51.47    -1.27653      -51.47   -0.769484      -50.04    -1.72052      -1.495      50.755    -2.21347       50.04    -1.27653       51.47   -0.769484      -51.47    -1.72052       50.04
14272	3	28        87     -50.755      -0.995      -50.04    -1.72052      -51.47   -0.769484      -51.47    -0.26244      -50.04    -1.22756      -0.995      50.755    -1.72052       50.04   -0.769484       51.47    -0.26244      -51.47    -1.22756       50.04
14273	3	28        88     -50.755      -0.495      -50.04    -1.22756      -51.47    -0.26244      -51.47    0.244603      -50.04   -0.734603      -0.495      50.755    -1.22756       50.04    -0.26244       51.47    0.244603      -51.47   -0.734603       50.04
14274	3	28        89     -50.755       0.005      -50.04   -0.734603      -51.47    0.244603      -51.47    0.751647      -50.04   -0.241647       0.005      50.755   -0.734603       50.04    0.244603       51.47    0.751647      -51.47   -0.241647       50.04
14275	3	28        90     -50.755       0.505      -50.04   -0.241647      -51.47    0.751647      -51.47     1.25869      -50.04    0.251309       0.505      50.755   -0.241647       50.04    0.751647       51.47     1.25869      -51.47    0.251309       50.04
14276	3	28        91     -50.755       1.005      -50.04    0.251309      -51.47     1.25869      -51.47     1.76573      -50.04    0.744266       1.005      50.755    0.251309       50.04     1.25869       51.47     1.76573      -51.47    0.744266       50.04
14277	3	28        92     -50.755       1.505      -50.04    0.744266      -51.47     1.76573      -51.47     2.27278      -50.04     1.23722       1.505      50.755    0.744266       50.04     1.76573       51.47     2.27278      -51.47     1.23722       50.04
14278	3	28        93     -50.755       2.005      -50.04     1.23722      -51.47     2.27278      -51.47     2.77982      -50.04     1.73018       2.005      50.755     1.23722       50.04     2.27278       51.47     2.77982      -51.47     1.73018       50.04
14279	3	28        94     -50.755       2.505      -50.04     1.73018      -51.47     2.77982      -51.47     3.28687      -50.04     2.22313       2.505      50.755     1.73018       50.04     2.77982       51.47     3.28687      -51.47     2.22313       50.04
14280	3	28        95     -50.755       3.005      -50.04     2.22313      -51.47     3.28687      -51.47     3.79391      -50.04     2.71609       3.005      50.755     2.22313       50.04     3.28687       51.47     3.79391      -51.47     2.71609       50.04
14281	3	28        96     -50.755       3.505      -50.04     2.71609      -51.47     3.79391      -51.47     4.30095      -50.04     3.20905       3.505      50.755     2.71609       50.04     3.79391       51.47     4.30095      -51.47     3.20905       50.04
14282	3	28        97     -50.755       4.005      -50.04     3.20905      -51.47     4.30095      -51.47       4.808      -50.04       3.702       4.005      50.755     3.20905       50.04     4.30095       51.47       4.808      -51.47       3.702       50.04
14283	3	28        98     -50.755       4.505      -50.04       3.702      -51.47       4.808      -51.47     5.31504      -50.04     4.19496       4.505      50.755       3.702       50.04       4.808       51.47     5.31504      -51.47     4.19496       50.04
14284	3	28        99     -50.755       5.005      -50.04     4.19496      -51.47     5.31504      -51.47     5.82208      -50.04     4.68792       5.005      50.755     4.19496       50.04     5.31504       51.47     5.82208      -51.47     4.68792       50.04
14285	3	28       100     -50.755       5.505      -50.04     4.68792      -51.47     5.82208      -51.47     6.32913      -50.04     5.18087       5.505      50.755     4.68792       50.04     5.82208       51.47     6.32913      -51.47     5.18087       50.04
14286	3	28       101     -50.755       6.005      -50.04     5.18087      -51.47     6.32913      -51.47     6.83617      -50.04     5.67383       6.005      50.755     5.18087       50.04     6.32913       51.47     6.83617      -51.47     5.67383       50.04
14287	3	28       102     -50.755       6.505      -50.04     5.67383      -51.47     6.83617      -51.47     7.34321      -50.04     6.16679       6.505      50.755     5.67383       50.04     6.83617       51.47     7.34321      -51.47     6.16679       50.04
14288	3	28       103     -50.755       7.005      -50.04     6.16679      -51.47     7.34321      -51.47     7.85026      -50.04     6.65974       7.005      50.755     6.16679       50.04     7.34321       51.47     7.85026      -51.47     6.65974       50.04
14289	3	28       104     -50.755       7.505      -50.04     6.65974      -51.47     7.85026      -51.47      8.3573      -50.04      7.1527       7.505      50.755     6.65974       50.04     7.85026       51.47      8.3573      -51.47      7.1527       50.04
14290	3	28       105     -50.755       8.005      -50.04      7.1527      -51.47      8.3573      -51.47     8.86435      -50.04     7.64565       8.005      50.755      7.1527       50.04      8.3573       51.47     8.86435      -51.47     7.64565       50.04
14291	3	28       106     -50.755       8.505      -50.04     7.64565      -51.47     8.86435      -51.47     9.37139      -50.04     8.13861       8.505      50.755     7.64565       50.04     8.86435       51.47     9.37139      -51.47     8.13861       50.04
14292	3	28       107     -50.755       9.005      -50.04     8.13861      -51.47     9.37139      -51.47     9.87843      -50.04     8.63157       9.005      50.755     8.13861       50.04     9.37139       51.47     9.87843      -51.47     8.63157       50.04
14293	3	28       108     -50.755       9.505      -50.04     8.63157      -51.47     9.87843      -51.47     10.3855      -50.04     9.12452       9.505      50.755     8.63157       50.04     9.87843       51.47     10.3855      -51.47     9.12452       50.04
14294	3	28       109     -50.755      10.005      -50.04     9.12452      -51.47     10.3855      -51.47     10.8925      -50.04     9.61748      10.005      50.755     9.12452       50.04     10.3855       51.47     10.8925      -51.47     9.61748       50.04
14295	3	28       110     -50.755      10.505      -50.04     9.61748      -51.47     10.8925      -51.47     11.3996      -50.04     10.1104      10.505      50.755     9.61748       50.04     10.8925       51.47     11.3996      -51.47     10.1104       50.04
14296	3	28       111     -50.755      11.005      -50.04     10.1104      -51.47     11.3996      -51.47     11.9066      -50.04     10.6034      11.005      50.755     10.1104       50.04     11.3996       51.47     11.9066      -51.47     10.6034       50.04
14297	3	28       112     -50.755      11.505      -50.04     10.6034      -51.47     11.9066      -51.47     12.4137      -50.04     11.0963      11.505      50.755     10.6034       50.04     11.9066       51.47     12.4137      -51.47     11.0963       50.04
14298	3	28       113     -50.755      12.005      -50.04     11.0963      -51.47     12.4137      -51.47     12.9207      -50.04     11.5893      12.005      50.755     11.0963       50.04     12.4137       51.47     12.9207      -51.47     11.5893       50.04
14299	3	28       114     -50.755      12.505      -50.04     11.5893      -51.47     12.9207      -51.47     13.4277      -50.04     12.0823      12.505      50.755     11.5893       50.04     12.9207       51.47     13.4277      -51.47     12.0823       50.04
14300	3	28       115     -50.755      13.005      -50.04     12.0823      -51.47     13.4277      -51.47     13.9348      -50.04     12.5752      13.005      50.755     12.0823       50.04     13.4277       51.47     13.9348      -51.47     12.5752       50.04
14301	3	28       116     -50.755      13.505      -50.04     12.5752      -51.47     13.9348      -51.47     14.4418      -50.04     13.0682      13.505      50.755     12.5752       50.04     13.9348       51.47     14.4418      -51.47     13.0682       50.04
14302	3	28       117     -50.755      14.005      -50.04     13.0682      -51.47     14.4418      -51.47     14.9489      -50.04     13.5611      14.005      50.755     13.0682       50.04     14.4418       51.47     14.9489      -51.47     13.5611       50.04
14303	3	28       118     -50.755      14.505      -50.04     13.5611      -51.47     14.9489      -51.47     15.4559      -50.04     14.0541      14.505      50.755     13.5611       50.04     14.9489       51.47     15.4559      -51.47     14.0541       50.04
14304	3	28       119     -50.755      15.005      -50.04     14.0541      -51.47     15.4559      -51.47      15.963      -50.04      14.547      15.005      50.755     14.0541       50.04     15.4559       51.47      15.963      -51.47      14.547       50.04
